work,artistURI,artistName,year_work,year_birth,artist_age,movement
https://artresearch.net/resource/frick/work/991003429959707141,http://vocab.getty.edu/ulan/500019620,Johann Friedrich Overbeck,1809,1789,20,Nazarene movement
https://artresearch.net/resource/frick/work/991003454839707141,http://vocab.getty.edu/ulan/500014391,Philipp Otto Runge,1809,1777,32,German Romanticism
https://artresearch.net/resource/frick/work/991005526509707141,http://vocab.getty.edu/ulan/500027163,Anton Graff,1809,1736,73,Neoclassicism
https://artresearch.net/resource/frick/work/991005526509707141,http://vocab.getty.edu/ulan/500027163,Anton Graff,1809,1736,73,neoclassicism
https://artresearch.net/resource/frick/work/991003244989707141,https://artresearch.net/resource/frick/actor/veit_johannes1790_1854,,1810,,,
https://artresearch.net/resource/frick/work/991005284089707141,http://vocab.getty.edu/ulan/500011182,Bertel Thorvaldsen,1810,1770,40,
https://artresearch.net/resource/frick/work/991005522829707141,https://artresearch.net/resource/frick/actor/counis_salomon_guillaume1785_1859,,1810,,,
https://artresearch.net/resource/frick/work/991013455079707141,http://vocab.getty.edu/ulan/500003558,William Jewett,1810,1792,18,
https://artresearch.net/resource/frick/work/991001812159707141,http://vocab.getty.edu/ulan/500029051,Alexander Carse,1811,1770,41,
https://artresearch.net/resource/frick/work/991013453219707141,http://vocab.getty.edu/ulan/500026460,Samuel Morse,1811,1791,20,
https://artresearch.net/resource/frick/work/991013453219707141,http://vocab.getty.edu/ulan/500026460,Samuel Finley Breese Morse,1811,1791,20,
https://artresearch.net/resource/frick/work/991011908119707141,http://vocab.getty.edu/ulan/500047416,Marie Ellenrieder,1811,1791,20,
https://artresearch.net/resource/frick/work/991003999259707141,http://vocab.getty.edu/ulan/500115562,Théodore Géricault,1811,1791,20,Romanticism
https://artresearch.net/resource/frick/work/991007336669707141,http://vocab.getty.edu/ulan/500031083,Chester Harding,1812,1792,20,
https://artresearch.net/resource/frick/work/991004939539707141,http://vocab.getty.edu/ulan/500022453,Francis Martin Drexel,1812,1792,20,
https://artresearch.net/resource/frick/work/991005964469707141,http://vocab.getty.edu/ulan/500115604,George Cruikshank,1812,1792,20,
https://artresearch.net/resource/frick/work/991000626069707141,http://vocab.getty.edu/ulan/500031083,Chester Harding,1812,1792,20,
https://artresearch.net/resource/frick/work/991013315589707141,http://vocab.getty.edu/ulan/500031083,Chester Harding,1812,1792,20,
